,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,target
17,0.0432,https://api.spotify.com/v1/audio-analysis/2eLPefNqdtcTN1pCEqlrWr,0.216,265400,0.428,2eLPefNqdtcTN1pCEqlrWr,0.0,4,0.102,-7.742,1,0.0362,128.298,4,https://api.spotify.com/v1/tracks/2eLPefNqdtcTN1pCEqlrWr,audio_features,spotify:track:2hlHvqD4nacQCIu6HShT4R,0.168,1
18,0.198,https://api.spotify.com/v1/audio-analysis/5MknXpAUgINT11lxoobaJK,0.505,199547,0.86,5MknXpAUgINT11lxoobaJK,0.0,2,0.125,-6.276,1,0.425,191.535,4,https://api.spotify.com/v1/tracks/5MknXpAUgINT11lxoobaJK,audio_features,spotify:track:2ONK98Younvq3LCCTpCxMJ,0.576,1
19,0.934,https://api.spotify.com/v1/audio-analysis/7uMwRRjTbAnpamA9cc842p,0.603,142356,0.231,7uMwRRjTbAnpamA9cc842p,4.53e-05,9,0.112,-10.135,1,0.0299,103.986,3,https://api.spotify.com/v1/tracks/7uMwRRjTbAnpamA9cc842p,audio_features,spotify:track:4Pb8SYBMW1mP6nE2TfQYSV,0.409,1
20,0.271,https://api.spotify.com/v1/audio-analysis/0YupMLYOYz6lZDbN3kRt7A,0.557,219720,0.366,0YupMLYOYz6lZDbN3kRt7A,9.16e-06,2,0.104,-7.744,1,0.0255,84.829,4,https://api.spotify.com/v1/tracks/0YupMLYOYz6lZDbN3kRt7A,audio_features,spotify:track:37L7EPenK5SI5ydjF8XWNm,0.304,1
21,0.862,https://api.spotify.com/v1/audio-analysis/3jKGG4THqegu6EgxinAIYm,0.582,137138,0.151,3jKGG4THqegu6EgxinAIYm,0.0,9,0.0801,-12.217,1,0.0411,109.626,4,https://api.spotify.com/v1/tracks/3jKGG4THqegu6EgxinAIYm,audio_features,spotify:track:0XoGiZY2XtBW5qXB3ZzZOX,0.282,1
22,0.812,https://api.spotify.com/v1/audio-analysis/5cXne3fQ8Q2vbSMwGjunM8,0.475,216468,0.364,5cXne3fQ8Q2vbSMwGjunM8,0.0,7,0.2,-9.621,1,0.0334,124.614,3,https://api.spotify.com/v1/tracks/5cXne3fQ8Q2vbSMwGjunM8,audio_features,spotify:track:3oSjEiqMBaBzqpVQnr2ZDB,0.538,1
23,0.52,https://api.spotify.com/v1/audio-analysis/18g50kFt5uwVeCzQbrCvAO,0.622,161973,0.688,18g50kFt5uwVeCzQbrCvAO,0.0,4,0.375,-3.504,0,0.0845,140.561,4,https://api.spotify.com/v1/tracks/18g50kFt5uwVeCzQbrCvAO,audio_features,spotify:track:5aqPFFCJivYjHanadZXDRJ,0.766,1
24,0.263,https://api.spotify.com/v1/audio-analysis/15sxLiiChE5dCW3Y756oas,0.583,181267,0.712,15sxLiiChE5dCW3Y756oas,1.02e-06,3,0.817,-8.222,1,0.0538,128.897,4,https://api.spotify.com/v1/tracks/15sxLiiChE5dCW3Y756oas,audio_features,spotify:track:2woDCx7zMzK86x6A9t2vPH,0.614,1
25,0.76,https://api.spotify.com/v1/audio-analysis/2pXpURmn6zC5ZYDMms6fwa,0.724,155933,0.276,2pXpURmn6zC5ZYDMms6fwa,0.0,7,0.116,-12.25,1,0.0599,112.874,4,https://api.spotify.com/v1/tracks/2pXpURmn6zC5ZYDMms6fwa,audio_features,spotify:track:4Q6csvX1UoWFIEorEM8H2w,0.718,1
26,0.0761,https://api.spotify.com/v1/audio-analysis/4i1xD9JHGoRaXcKdmjA4yj,0.616,156341,0.595,4i1xD9JHGoRaXcKdmjA4yj,0.0,1,0.116,-4.842,1,0.0442,112.591,3,https://api.spotify.com/v1/tracks/4i1xD9JHGoRaXcKdmjA4yj,audio_features,spotify:track:4cGPWeCfoQTw7i0wqNRcjI,0.572,1
27,0.0687,https://api.spotify.com/v1/audio-analysis/32h59T8q2SonUPJ006lyXt,0.575,241507,0.744,32h59T8q2SonUPJ006lyXt,0.0,1,0.0723,-5.466,1,0.0603,183.79,4,https://api.spotify.com/v1/tracks/32h59T8q2SonUPJ006lyXt,audio_features,spotify:track:6UbwfQeAEzhnolDwXiPowY,0.701,1
28,0.39,https://api.spotify.com/v1/audio-analysis/5DHfUmmnlFJPqa9MnKe0EX,0.341,166453,0.761,5DHfUmmnlFJPqa9MnKe0EX,0.000416,8,0.0892,-7.116,1,0.0507,126.312,4,https://api.spotify.com/v1/tracks/5DHfUmmnlFJPqa9MnKe0EX,audio_features,spotify:track:0V4WjLiC3Kg7pkGHN5O2cU,0.348,1
29,0.0976,https://api.spotify.com/v1/audio-analysis/60fWsdGYfKDNkNitrk1DIW,0.495,229160,0.75,60fWsdGYfKDNkNitrk1DIW,0.0,6,0.0847,-4.573,0,0.0666,158.124,4,https://api.spotify.com/v1/tracks/60fWsdGYfKDNkNitrk1DIW,audio_features,spotify:track:4WfSDuJ4MrpdSSCEOanwzD,0.507,1
30,0.9,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,0.465,129173,0.27,3QiAAp20rPC3dcAtKtMaqQ,0.00104,4,0.145,-16.661,1,0.0425,94.518,4,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,audio_features,spotify:track:2MkxCWRBfHpXrDWGES0M8S,0.58,1
31,0.169,https://api.spotify.com/v1/audio-analysis/0YWUHZPJVg4iujddsJDwhM,0.669,255400,0.843,0YWUHZPJVg4iujddsJDwhM,0.0,0,0.195,-3.766,1,0.0268,147.08,4,https://api.spotify.com/v1/tracks/0YWUHZPJVg4iujddsJDwhM,audio_features,spotify:track:2ln8X5IRMHtXCjmCczaP4V,0.702,1
32,0.00253,https://api.spotify.com/v1/audio-analysis/10JBIfvldDR2TnT5sphGc2,0.492,232213,0.828,10JBIfvldDR2TnT5sphGc2,0.0,0,0.342,-2.14,1,0.0662,81.409,4,https://api.spotify.com/v1/tracks/10JBIfvldDR2TnT5sphGc2,audio_features,spotify:track:2VerPsDCDMsjvNHo2VbYkP,0.567,1
33,0.819,https://api.spotify.com/v1/audio-analysis/5SBSN8IJo4kJP3umV27zaY,0.311,177520,0.421,5SBSN8IJo4kJP3umV27zaY,0.0,9,0.274,-8.958,1,0.0332,132.854,4,https://api.spotify.com/v1/tracks/5SBSN8IJo4kJP3umV27zaY,audio_features,spotify:track:6WG7lWqmHXg9BNBouYNTuJ,0.491,1
34,0.582,https://api.spotify.com/v1/audio-analysis/0A93H8kzFnYCeOzwXJoDOX,0.428,128493,0.643,0A93H8kzFnYCeOzwXJoDOX,0.0,9,0.203,-4.149,1,0.0273,167.341,4,https://api.spotify.com/v1/tracks/0A93H8kzFnYCeOzwXJoDOX,audio_features,spotify:track:3crfgD06nDdMHE6Nq0oiGK,0.584,1
35,0.0762,https://api.spotify.com/v1/audio-analysis/3v5MejqaleuAm3Ytgioyjo,0.507,246000,0.827,3v5MejqaleuAm3Ytgioyjo,0.0,1,0.237,-5.246,1,0.0389,96.036,4,https://api.spotify.com/v1/tracks/3v5MejqaleuAm3Ytgioyjo,audio_features,spotify:track:3POhkj4qBN6F22ZdXXxwTW,0.589,1
36,0.772,https://api.spotify.com/v1/audio-analysis/5At5seIa4FoHKoA2wdqDEf,0.445,210720,0.337,5At5seIa4FoHKoA2wdqDEf,0.0,7,0.112,-10.485,1,0.0256,73.868,4,https://api.spotify.com/v1/tracks/5At5seIa4FoHKoA2wdqDEf,audio_features,spotify:track:0DmfHon0UEWlHdBHGaa0kB,0.311,1
37,0.865,https://api.spotify.com/v1/audio-analysis/6tjituizSxwSmBB5vtgHZE,0.647,119787,0.465,6tjituizSxwSmBB5vtgHZE,0.0,7,0.0882,-8.308,1,0.0428,151.251,4,https://api.spotify.com/v1/tracks/6tjituizSxwSmBB5vtgHZE,audio_features,spotify:track:29Vd0vx4acZq8YNouCUix5,0.699,1
38,0.215,https://api.spotify.com/v1/audio-analysis/5ZfbW6bwH6bKlsCxpokq8c,0.6,150441,0.847,5ZfbW6bwH6bKlsCxpokq8c,4.13e-05,3,0.0991,-5.571,1,0.0577,130.983,4,https://api.spotify.com/v1/tracks/5ZfbW6bwH6bKlsCxpokq8c,audio_features,spotify:track:6NosTb3He8obPmQ4tt8XFS,0.712,1
39,0.159,https://api.spotify.com/v1/audio-analysis/58C81zfTH4pygXCk7miGO5,0.541,183800,0.872,58C81zfTH4pygXCk7miGO5,0.0,9,0.0537,-5.069,1,0.0416,80.999,4,https://api.spotify.com/v1/tracks/58C81zfTH4pygXCk7miGO5,audio_features,spotify:track:0WeT9UnF79pGH5ohYHsnD9,0.782,1
40,0.903,https://api.spotify.com/v1/audio-analysis/3FAO4AyAGNI7QSSnyZD256,0.347,179293,0.172,3FAO4AyAGNI7QSSnyZD256,0.0024,9,0.37,-15.435,1,0.0328,97.759,4,https://api.spotify.com/v1/tracks/3FAO4AyAGNI7QSSnyZD256,audio_features,spotify:track:1unpst6H0uMsDKghmIxwjs,0.199,1
41,0.0236,https://api.spotify.com/v1/audio-analysis/0zBgDqxdMUpWoRJwV4ONuX,0.509,219347,0.784,0zBgDqxdMUpWoRJwV4ONuX,0.0309,7,0.107,-6.368,1,0.0299,99.314,3,https://api.spotify.com/v1/tracks/0zBgDqxdMUpWoRJwV4ONuX,audio_features,spotify:track:636N59LHncB4UidaG8UEbA,0.542,1
42,0.294,https://api.spotify.com/v1/audio-analysis/3dwQdPUdCoxq3q9gCv5nbn,0.609,207680,0.541,3dwQdPUdCoxq3q9gCv5nbn,0.0,1,0.332,-5.997,1,0.0511,134.795,4,https://api.spotify.com/v1/tracks/3dwQdPUdCoxq3q9gCv5nbn,audio_features,spotify:track:3NA84890pHXcOPhyVWKCuA,0.477,1
43,0.624,https://api.spotify.com/v1/audio-analysis/04xh7Ut9l4fDoylyWu89zZ,0.366,151027,0.798,04xh7Ut9l4fDoylyWu89zZ,6.29e-05,9,0.112,-6.971,1,0.0404,135.953,4,https://api.spotify.com/v1/tracks/04xh7Ut9l4fDoylyWu89zZ,audio_features,spotify:track:1N627P6Ih9KIrUJz3g6qF2,0.58,1
44,0.00727,https://api.spotify.com/v1/audio-analysis/3PpA9yiER3V2cUjJ3cXL1V,0.449,168686,0.527,3PpA9yiER3V2cUjJ3cXL1V,0.0,3,0.142,-6.435,1,0.0424,174.691,4,https://api.spotify.com/v1/tracks/3PpA9yiER3V2cUjJ3cXL1V,audio_features,spotify:track:60wWxyGadJTTDiM3jv7fv9,0.428,1
45,0.205,https://api.spotify.com/v1/audio-analysis/0eekaX32hUmJgcinPCL1iZ,0.724,174947,0.599,0eekaX32hUmJgcinPCL1iZ,0.0,7,0.0712,-5.669,1,0.0546,79.975,4,https://api.spotify.com/v1/tracks/0eekaX32hUmJgcinPCL1iZ,audio_features,spotify:track:2tOvSOnyWzADvi3uOZpE17,0.6,1
46,0.14,https://api.spotify.com/v1/audio-analysis/2aNikEZyJs70hnJ11URpZi,0.373,175680,0.779,2aNikEZyJs70hnJ11URpZi,0.0,10,0.116,-4.433,1,0.0595,150.034,4,https://api.spotify.com/v1/tracks/2aNikEZyJs70hnJ11URpZi,audio_features,spotify:track:15tyBuF8kPOtOzLJw4NshT,0.562,1
47,0.246,https://api.spotify.com/v1/audio-analysis/2WhUP1z0CWhFCZX08FV9N0,0.3,210507,0.325,2WhUP1z0CWhFCZX08FV9N0,0.0,7,0.276,-5.273,1,0.0288,137.212,4,https://api.spotify.com/v1/tracks/2WhUP1z0CWhFCZX08FV9N0,audio_features,spotify:track:5xmKTpH19adLMI99hgoud6,0.238,1
48,0.849,https://api.spotify.com/v1/audio-analysis/0XoGiZY2XtBW5qXB3ZzZOX,0.265,251827,0.294,0XoGiZY2XtBW5qXB3ZzZOX,0.0,1,0.104,-6.943,1,0.0317,86.337,3,https://api.spotify.com/v1/tracks/0XoGiZY2XtBW5qXB3ZzZOX,audio_features,spotify:track:2BfnqpvoCEm7QdH4LyYIHz,0.132,1
49,0.801,https://api.spotify.com/v1/audio-analysis/4cGPWeCfoQTw7i0wqNRcjI,0.505,195880,0.44,4cGPWeCfoQTw7i0wqNRcjI,0.0,7,0.158,-6.687,1,0.0273,73.599,4,https://api.spotify.com/v1/tracks/4cGPWeCfoQTw7i0wqNRcjI,audio_features,spotify:track:4TvSxte5bbUHHSYRzc7yGi,0.269,1
50,0.423,https://api.spotify.com/v1/audio-analysis/2ln8X5IRMHtXCjmCczaP4V,0.296,364973,0.248,2ln8X5IRMHtXCjmCczaP4V,1.47e-05,2,0.112,-11.632,1,0.0347,185.579,3,https://api.spotify.com/v1/tracks/2ln8X5IRMHtXCjmCczaP4V,audio_features,spotify:track:5Y0b8t0Sp2BJfdS6yDYwcd,0.183,1
51,0.685,https://api.spotify.com/v1/audio-analysis/0DmfHon0UEWlHdBHGaa0kB,0.345,197076,0.331,0DmfHon0UEWlHdBHGaa0kB,0.0,11,0.155,-8.564,1,0.031,155.344,4,https://api.spotify.com/v1/tracks/0DmfHon0UEWlHdBHGaa0kB,audio_features,spotify:track:0J60y4thRnADY1AtEtxhCr,0.165,1
52,0.394,https://api.spotify.com/v1/audio-analysis/636N59LHncB4UidaG8UEbA,0.645,197529,0.57,636N59LHncB4UidaG8UEbA,0.0,2,0.0819,-7.575,1,0.0341,110.0,4,https://api.spotify.com/v1/tracks/636N59LHncB4UidaG8UEbA,audio_features,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.372,1
53,0.95,https://api.spotify.com/v1/audio-analysis/15tyBuF8kPOtOzLJw4NshT,0.251,240880,0.171,15tyBuF8kPOtOzLJw4NshT,0.0106,11,0.0832,-13.022,1,0.038,83.513,4,https://api.spotify.com/v1/tracks/15tyBuF8kPOtOzLJw4NshT,audio_features,spotify:track:0QPYn15U8IQHKcH2LDfrek,0.24,1
54,0.985,https://api.spotify.com/v1/audio-analysis/0J60y4thRnADY1AtEtxhCr,0.457,207947,0.0875,0J60y4thRnADY1AtEtxhCr,0.071,0,0.11,-12.451,1,0.0422,105.263,4,https://api.spotify.com/v1/tracks/0J60y4thRnADY1AtEtxhCr,audio_features,spotify:track:1ADjWm8QNhgNV8yCNNgQ1T,0.243,1
55,0.908,https://api.spotify.com/v1/audio-analysis/5a1iz510sv2W9Dt1MvFd5R,0.339,206640,0.214,5a1iz510sv2W9Dt1MvFd5R,7.47e-06,4,0.341,-11.714,1,0.0375,94.775,3,https://api.spotify.com/v1/tracks/5a1iz510sv2W9Dt1MvFd5R,audio_features,spotify:track:1XBc4r6ltXjkFJBrsttwIF,0.363,1
56,0.403,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,0.529,181267,0.772,5ASM6Qjiav2xPe7gRkQMsQ,2.21e-06,2,0.316,-7.013,1,0.0287,91.751,4,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,audio_features,spotify:track:5a1iz510sv2W9Dt1MvFd5R,0.853,1
57,0.288,https://api.spotify.com/v1/audio-analysis/1F8tXdM8cz9bH5PiK1SuAB,0.774,225840,0.508,1F8tXdM8cz9bH5PiK1SuAB,0.0,11,0.069,-9.115,1,0.0335,94.72,4,https://api.spotify.com/v1/tracks/1F8tXdM8cz9bH5PiK1SuAB,audio_features,spotify:track:2wCPMWR3y4xclijuCcLJv7,0.773,1
58,0.881,https://api.spotify.com/v1/audio-analysis/7inXu0Eaeg02VsM8kHNvzM,0.603,155600,0.321,7inXu0Eaeg02VsM8kHNvzM,0.0,2,0.34,-11.489,1,0.0599,143.104,4,https://api.spotify.com/v1/tracks/7inXu0Eaeg02VsM8kHNvzM,audio_features,spotify:track:5hslUAKq9I9CG2bAulFkHN,0.844,1
59,0.801,https://api.spotify.com/v1/audio-analysis/0yS8P7DFNEBYQ5yHadM5z0,0.324,227887,0.197,0yS8P7DFNEBYQ5yHadM5z0,0.0,8,0.115,-10.191,1,0.0337,178.893,3,https://api.spotify.com/v1/tracks/0yS8P7DFNEBYQ5yHadM5z0,audio_features,spotify:track:1prYSRBfwPvE3v8jSRZL3Q,0.338,1
60,0.637,https://api.spotify.com/v1/audio-analysis/0viGbbEJ9xV6qNJsTaXruz,0.359,206067,0.497,0viGbbEJ9xV6qNJsTaXruz,0.0,0,0.105,-6.244,1,0.0288,99.186,3,https://api.spotify.com/v1/tracks/0viGbbEJ9xV6qNJsTaXruz,audio_features,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,0.169,1
61,0.932,https://api.spotify.com/v1/audio-analysis/1h9QQ7e222OSr93MRiMqGZ,0.327,211453,0.223,1h9QQ7e222OSr93MRiMqGZ,0.0,7,0.192,-8.975,0,0.0336,109.568,4,https://api.spotify.com/v1/tracks/1h9QQ7e222OSr93MRiMqGZ,audio_features,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,0.172,1
62,0.678,https://api.spotify.com/v1/audio-analysis/1deT8vP3lOVU3XFAKHsSc3,0.658,219169,0.515,1deT8vP3lOVU3XFAKHsSc3,0.0,1,0.154,-7.283,1,0.0368,110.089,4,https://api.spotify.com/v1/tracks/1deT8vP3lOVU3XFAKHsSc3,audio_features,spotify:track:7taXf5odg9xCAZERYfyOkS,0.652,1
63,0.0318,https://api.spotify.com/v1/audio-analysis/2Y0ktCGrGoGcQFXsGztvhi,0.619,154747,0.771,2Y0ktCGrGoGcQFXsGztvhi,0.0,9,0.114,-2.204,1,0.0601,81.966,4,https://api.spotify.com/v1/tracks/2Y0ktCGrGoGcQFXsGztvhi,audio_features,spotify:track:2WUVQQAsWvScEdBVilRYaR,0.704,1
64,0.725,https://api.spotify.com/v1/audio-analysis/0PhwkzKlhXvSbStP34MbGv,0.566,212973,0.395,0PhwkzKlhXvSbStP34MbGv,0.0,3,0.111,-9.192,1,0.0338,87.03,4,https://api.spotify.com/v1/tracks/0PhwkzKlhXvSbStP34MbGv,audio_features,spotify:track:5PuKlCjfEVIXl0ZBp5ZW9g,0.556,1
65,0.022,https://api.spotify.com/v1/audio-analysis/3PIDciSFdrQxSQSihim3hN,0.561,153240,0.782,3PIDciSFdrQxSQSihim3hN,0.0,3,0.109,-7.444,1,0.0317,127.148,4,https://api.spotify.com/v1/tracks/3PIDciSFdrQxSQSihim3hN,audio_features,spotify:track:32OWobmyAz8J2qA8iWekyS,0.704,1
66,0.567,https://api.spotify.com/v1/audio-analysis/3Xr6kOC4De4Lk41lF9nzTy,0.632,206787,0.515,3Xr6kOC4De4Lk41lF9nzTy,0.0,10,0.329,-8.444,1,0.0292,99.936,4,https://api.spotify.com/v1/tracks/3Xr6kOC4De4Lk41lF9nzTy,audio_features,spotify:track:1F8tXdM8cz9bH5PiK1SuAB,0.473,1
67,0.896,https://api.spotify.com/v1/audio-analysis/5jjsm4Jjq8xjDaue3rW9Go,0.581,85227,0.312,5jjsm4Jjq8xjDaue3rW9Go,0.0,11,0.166,-12.938,1,0.0329,102.107,4,https://api.spotify.com/v1/tracks/5jjsm4Jjq8xjDaue3rW9Go,audio_features,spotify:track:0cM5URUqqQTpJWonmdzF1J,0.536,1
68,0.365,https://api.spotify.com/v1/audio-analysis/2nMZx7QHerfo4Wv37xNUEC,0.54,216907,0.734,2nMZx7QHerfo4Wv37xNUEC,0.0,7,0.132,-4.668,1,0.0366,123.877,4,https://api.spotify.com/v1/tracks/2nMZx7QHerfo4Wv37xNUEC,audio_features,spotify:track:1hvpDAxZPKjKztOc72sv06,0.36,1
69,0.131,https://api.spotify.com/v1/audio-analysis/4fzyvSu73BhGvi96p2zwjL,0.312,242496,0.418,4fzyvSu73BhGvi96p2zwjL,0.000679,7,0.0836,-9.146,1,0.0296,130.795,4,https://api.spotify.com/v1/tracks/4fzyvSu73BhGvi96p2zwjL,audio_features,spotify:track:4dFtIGQBrYjiskk7fN5Wmx,0.237,1
70,0.35,https://api.spotify.com/v1/audio-analysis/2dbfjsBbi3nt0a173iUumA,0.71,155560,0.291,2dbfjsBbi3nt0a173iUumA,0.0,5,0.128,-14.132,0,0.0338,101.517,4,https://api.spotify.com/v1/tracks/2dbfjsBbi3nt0a173iUumA,audio_features,spotify:track:5Q2P43CJra0uRAogjHyJDK,0.856,1
71,0.125,https://api.spotify.com/v1/audio-analysis/5xDrO9DEDJGUQGfyoHvgDJ,0.504,203653,0.8,5xDrO9DEDJGUQGfyoHvgDJ,0.0,2,0.109,-2.763,1,0.0391,205.945,4,https://api.spotify.com/v1/tracks/5xDrO9DEDJGUQGfyoHvgDJ,audio_features,spotify:track:7inXu0Eaeg02VsM8kHNvzM,0.789,1
72,0.327,https://api.spotify.com/v1/audio-analysis/6Lv9ozIdb06duB01e6ZpNQ,0.338,267227,0.496,6Lv9ozIdb06duB01e6ZpNQ,5.48e-06,4,0.161,-7.212,1,0.0285,173.98,3,https://api.spotify.com/v1/tracks/6Lv9ozIdb06duB01e6ZpNQ,audio_features,spotify:track:3Z3QhZAZpqwZa1phsbQ3JZ,0.188,1
73,0.163,https://api.spotify.com/v1/audio-analysis/1eh5mDCjo7XbDNY5tYiNVU,0.574,255173,0.519,1eh5mDCjo7XbDNY5tYiNVU,0.0,7,0.0407,-10.771,1,0.0252,144.012,4,https://api.spotify.com/v1/tracks/1eh5mDCjo7XbDNY5tYiNVU,audio_features,spotify:track:1OjmlSFuzYflWjSMTCyTJv,0.414,1
